"Ссылка на 
аккаунт 
Tik-Tok","Название 
аккаунта","Кол-во
подписчиков
Tik-Tok",Средние просмотры,Изменение просмотры,Средние Лайки,Изменеие лайки,ПЭА,Дата обновления,Цена ТТ,Способ связи,,,,,Расчетная цена
https://www.tiktok.com/@loveparviz,loveparviz,1800000,0,0,0,0,"0,00",22.12.2020 19:36:29,,https://www.instagram.com/family.of.bloggers/,,,,,
https://www.tiktok.com/@el_alekperov,el_alekperov,52100,0,0,0,0,"0,00",22.12.2020 19:37:42,,,,,,,
https://www.tiktok.com/@morozik__sanka,morozik__sanka,572 100,0,0,0,0,"0,00",22.12.2020 19:38:55,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Временно,,,,,,#DIV/0!,,,,,,,,
https://www.tiktok.com/@talalanov,talalanov,4 600 000,0,0,0,0,"0,00",22.12.2020 19:42:16,,,,,,,
https://www.tiktok.com/@webdevka,webdevka,625 100,0,0,0,0,"0,00",22.12.2020 19:43:29,,,,,,,
https://www.tiktok.com/@burn_ilya,burn_ilya,771 400,0,0,0,0,"0,00",22.12.2020 19:44:41,,,,,,,
https://vm.tiktok.com/ZSgK1myg/,fendos__,616 100,0,0,0,0,"0,00",22.12.2020 19:49:17,,,,,,,
https://www.tiktok.com/@prokop_02?lang=ru,prokop_02,783 200,0,0,0,0,"0,00",22.12.2020 19:50:30,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,никита дал файлик,,,,,,#DIV/0!,,,,,,,,
https://vm.tiktok.com/3p6VJG/,madkisik,1 800 000,0,0,0,0,"0,00",22.12.2020 21:30:42,,,,,,,
https://vm.tiktok.com/Txaosf/,innkastar,4 500 000,0,0,0,0,"0,00",22.12.2020 21:31:55,,,,,,,
https://vm.tiktok.com/JL54wMe/,nikita_zamok,505 500,0,0,0,0,"0,00",22.12.2020 21:35:16,,,,,,,
https://vm.tiktok.com/KrbrPT/,maxim_zamok,624 900,0,0,0,0,"0,00",22.12.2020 21:36:33,,,,,,,
https://vm.tiktok.com/JR1qvmY/,mayer_49,806 800,0,0,0,0,"0,00",22.12.2020 21:37:46,,,,,,,
https://vm.tiktok.com/3pFbty/,sergei_03.04.851985,3 100 000,0,0,0,0,"0,00",22.12.2020 21:39:00,,,,,,,
https://vm.tiktok.com/ZS9NJCsn/,mimikliffi,4 400 000,0,0,0,0,"0,00",22.12.2020 21:42:16,,,,,,,
https://vm.tiktok.com/ZSmT3fm4/,vovaleska,321 100,0,0,0,0,"0,00",22.12.2020 21:43:29,,,,,,,
https://vm.tiktok.com/ZS9Nf5BQ/,chupikk9,327 500,0,0,0,0,"0,00",22.12.2020 21:44:41,,,,,,,
https://vm.tiktok.com/ZSQJp7RR/,sokolov_artyom,4 800 000,0,0,0,0,"0,00",22.12.2020 21:45:54,,,,,,,
https://vm.tiktok.com/ZSaQ11v3/,ylyastadler,366 300,0,0,0,0,"0,00",22.12.2020 21:49:16,,,,,,,
https://vm.tiktok.com/ZSHfhMoA/,avanturistt,248 100,0,0,0,0,"0,00",22.12.2020 21:50:32,,,,,,,
https://vm.tiktok.com/ZSuDxdC2/,saashako,338 600,0,0,0,0,"0,00",22.12.2020 21:51:47,,,,,,,
https://vm.tiktok.com/ZSuUgsm5/,well_together,153 300,0,0,0,0,"0,00",22.12.2020 21:52:57,,,,,,,
https://vm.tiktok.com/ZSHEu9nX/,cantbeyuri,573 700,0,0,0,0,"0,00",22.12.2020 22:00:14,,,,,,,
https://vm.tiktok.com/ZSHuU7g1/,tiktoksamka,288 000,0,0,0,0,"0,00",22.12.2020 22:01:28,,,,,,,
https://vm.tiktok.com/ZSH4wm9W/,kizzmo2,194 400,0,0,0,0,"0,00",22.12.2020 22:02:42,,,,,,,
https://vm.tiktok.com/ZSH7kWDr/,_missshanya_,415 500,0,0,0,0,"0,00",22.12.2020 22:03:58,,,,,,,
https://vm.tiktok.com/ZS9J8sLJ/,nigmatullin7,312 500,0,0,0,0,"0,00",22.12.2020 22:07:16,,,,,,,
https://vm.tiktok.com/ZS9Nmkf9/,maks.kama,317 200,0,0,0,0,"0,00",22.12.2020 22:08:32,,,,,,,
https://vm.tiktok.com/ZS9jSKFr/,datodava,245 800,0,0,0,0,"0,00",22.12.2020 22:09:45,,,,,,,
https://vm.tiktok.com/ZS9NqqXa/,lamceva,268 100,0,0,0,0,"0,00",22.12.2020 22:10:58,,,,,,,
https://vm.tiktok.com/ZSHs7URu/,digahka,813 600,0,0,0,0,"0,00",22.12.2020 22:14:16,,,,,,,
https://vm.tiktok.com/ZS9EmJRG/,_vishnya.a_,857 200,0,0,0,0,"0,00",22.12.2020 22:15:33,,,,,,,
https://vm.tiktok.com/ZS9vnf93/,mr.vlad69,198 300,0,0,0,0,"0,00",22.12.2020 22:16:47,,,,,,,
https://vm.tiktok.com/ZSxovyWe/,gggilava,180 500,0,0,0,0,"0,00",22.12.2020 22:18:00,,,,,,,
https://vm.tiktok.com/ZSQ1d5YG/,foxy.lesya,382 400,0,0,0,0,"0,00",22.12.2020 22:21:17,,,,,,,
https://vm.tiktok.com/ZSmoWFKE/,oitsoy,225 500,0,0,0,0,"0,00",22.12.2020 22:22:32,,,,,,,
https://vm.tiktok.com/ZSxvLTxR/,heymilka.ni,274 300,0,0,0,0,"0,00",22.12.2020 22:23:45,,,,,,,
https://vm.tiktok.com/ZSxLc7oa/,rackazu,485 300,0,0,0,0,"0,00",22.12.2020 22:24:58,,,,,,,
https://vm.tiktok.com/ZSQqanx8/,like.meli,571 900,0,0,0,0,"0,00",22.12.2020 22:28:16,,,,,,,
https://vm.tiktok.com/ZSxvye3N/,heylinaone,76 300,0,0,0,0,"0,00",22.12.2020 22:29:29,,,,,,,
http://www.tiktok.com/@iamnostya,iamnostya,234 700,0,0,0,0,"0,00",22.12.2020 22:30:43,,,,,,,
https://vm.tiktok.com/ZSQD11Yb/,alina_zvezdochka,120 300,0,0,0,0,"0,00",22.12.2020 22:31:55,,,,,,,
https://vm.tiktok.com/ZSQqhJ86/,ainannet,112 100,0,0,0,0,"0,00",22.12.2020 22:35:16,,,,,,,
https://vm.tiktok.com/ZSQa4MoU/,sollodovv,185 300,0,0,0,0,"0,00",22.12.2020 22:36:30,,,,,,,
https://vm.tiktok.com/ZSx7T62n/,shuhhher,266 400,0,0,0,0,"0,00",22.12.2020 22:37:43,,,,,,,
https://vm.tiktok.com/ZSCYU4Yo/,krisidodji,124 200,0,0,0,0,"0,00",22.12.2020 22:38:56,,,,,,,
https://vm.tiktok.com/ZSChr3NF/,iamkatieee,173 700,0,0,0,0,"0,00",22.12.2020 22:42:15,,,,,,,
https://vm.tiktok.com/ZS9HhxUF/,flymeway,85 500,0,0,0,0,"0,00",22.12.2020 22:43:27,,,,,,,
,,,,,,,,,,,,,,,
,Хариста 15.12.2020,,,,,,,,,,,,,,
https://www.tiktok.com/@_oramai_,_oramai_,97 100,0,0,0,0,"0,00",22.12.2020 19:51:42,отказ,,,,,,
https://www.tiktok.com/@inga.stash,inga.stash,669 900,0,0,0,0,"0,00",22.12.2020 19:52:55,,,,,,,
https://www.tiktok.com/@tooolikk,tooolikk,1 100 000,0,0,0,0,"0,00",22.12.2020 20:00:16,запрос,,,,,,
https://www.tiktok.com/@girrllover,girrllover,763 800,0,0,0,0,"0,00",22.12.2020 20:01:29,,sweethouse,,,,,
https://www.tiktok.com/@fendos__,fendos__,616 200,0,0,0,0,"0,00",22.12.2020 20:02:42,Запрос,https://www.instagram.com/_fendos.piar_,,,,,
https://www.tiktok.com/@pisonyaa,pisonyaa,109 400,0,0,0,0,"0,00",22.12.2020 20:03:53,Запрос,https://www.instagram.com/pisonyaa.pr,,,,,
https://www.tiktok.com/@emilen_im,emilen_im,879 200,0,0,0,0,"0,00",22.12.2020 20:10:57,Запрос тг,879067953996 Арина,,,,,
https://www.tiktok.com/@burn_ilya,burn_ilya,771 400,0,0,0,0,"0,00",22.12.2020 20:14:15,,https://www.instagram.com/burn_ilya,,,,,
https://www.tiktok.com/@wtfedik,wtfedik,150 300,0,0,0,0,"0,00",22.12.2020 20:15:27,,https://www.instagram.com/wtfedik,,,,,
https://www.tiktok.com/@heyvodny,heyvodny,838 300,0,0,0,0,"0,00",22.12.2020 20:16:40,,https://www.instagram.com/vodny.pr,,,,,
https://www.tiktok.com/@abudinka,abudinka,594 500,0,0,0,0,"0,00",22.12.2020 20:17:54,,https://www.instagram.com/vibehouse_pr,,,,,
https://www.tiktok.com/@teslond1,teslond1,333 800,0,0,0,0,"0,00",22.12.2020 20:28:15,,https://www.instagram.com/teslond_pr,,,,,
https://www.tiktok.com/@gritchenka,gritchenka,198 000,0,0,0,0,"0,00",22.12.2020 20:29:29,,https://www.instagram.com/pr.barrashik,,,,,
https://www.tiktok.com/@mumbolby,mumbolby,90 400,0,0,0,0,"0,00",22.12.2020 20:30:43,,https://www.instagram.com/mumbolby,,,,,
https://www.tiktok.com/@liisiiaa,liisiiaa,91 300,0,0,0,0,"0,00",22.12.2020 20:31:55,,https://www.instagram.com/liissiiaa,,,,,
https://www.tiktok.com/@pancaakeeaeee,pancaakeeaeee,152 600,0,0,0,0,"0,00",22.12.2020 20:35:15,,https://www.instagram.com/pancaakeeae,,,,,
https://www.tiktok.com/@holydack.fx,holydack.fx,57 200,0,0,0,0,"0,00",22.12.2020 20:36:28,,,,,,,
https://www.tiktok.com/@ksenas.ss,ksenas.ss,368 800,0,0,0,0,"0,00",22.12.2020 20:37:41,,https://www.instagram.com/ksenas.ss/,,,,,
https://www.tiktok.com/@di.skdz,di.skdz,141 800,0,0,0,0,"0,00",22.12.2020 20:38:53,,https://www.instagram.com/diskdz/,,,,,
https://www.tiktok.com/@pomogisebe,pomogisebe,0,0,0,0,0,#NUM!,22.12.2020 20:42:11,,https://www.instagram.com/pomogisebe/,,,,,
https://www.tiktok.com/@idealclown,idealclown,56 500,0,0,0,0,"0,00",22.12.2020 20:43:47,,https://www.instagram.com/idealclown/,,,,,
,,,,,,,,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
,,,,,,,#DIV/0!,,,,,,,,
